,id_criatura,id_personal,id_tratamiento,fecha,hora,fecha_y_hora
435,17,17,6,9264-05-06,17:19,9264-05-06 17:19:00
436,109,1,1,9034-02-08,13:28,9034-02-08 13:28:00
437,64,3,5,9515-06-23,15:12,9515-06-23 15:12:00
438,2,6,2,9752-12-02,18:23,9752-12-02 18:23:00
439,70,3,6,9239-07-11,09:00,9239-07-11 09:00:00
440,57,24,4,9507-12-10,15:44,9507-12-10 15:44:00
441,119,21,8,9126-11-04,16:32,9126-11-04 16:32:00
442,29,9,6,9046-07-03,08:59,9046-07-03 08:59:00
443,50,29,1,9797-03-18,17:04,9797-03-18 17:04:00
444,51,8,3,9310-01-25,14:19,9310-01-25 14:19:00
445,9,21,1,9751-12-08,13:16,9751-12-08 13:16:00
446,49,23,5,9855-01-08,08:39,9855-01-08 08:39:00
447,4,5,3,9387-03-25,14:43,9387-03-25 14:43:00
448,52,2,9,9969-07-01,15:21,9969-07-01 15:21:00
449,51,5,7,9410-12-24,15:28,9410-12-24 15:28:00
450,119,4,6,9237-09-13,17:34,9237-09-13 17:34:00
451,80,7,7,9651-12-26,11:03,9651-12-26 11:03:00
452,41,21,9,9927-01-19,08:14,9927-01-19 08:14:00
453,87,25,4,9015-04-28,11:09,9015-04-28 11:09:00
454,98,15,6,9173-06-20,17:11,9173-06-20 17:11:00
455,93,23,1,9923-09-24,15:07,9923-09-24 15:07:00
456,115,10,9,9074-06-27,15:39,9074-06-27 15:39:00
457,91,32,1,9040-03-25,15:39,9040-03-25 15:39:00
458,117,13,5,9058-08-09,17:57,9058-08-09 17:57:00
459,88,17,2,9713-07-27,13:30,9713-07-27 13:30:00
460,17,22,7,9174-02-07,12:31,9174-02-07 12:31:00
461,107,3,4,9762-12-29,16:18,9762-12-29 16:18:00
462,57,2,7,9505-02-26,18:52,9505-02-26 18:52:00
463,62,22,2,9950-06-30,16:26,9950-06-30 16:26:00
464,63,17,6,9424-12-20,15:06,9424-12-20 15:06:00
465,73,14,3,9609-02-21,08:32,9609-02-21 08:32:00
466,83,4,7,9172-02-14,13:16,9172-02-14 13:16:00
467,119,11,7,9181-01-28,08:31,9181-01-28 08:31:00
468,29,19,7,9932-03-25,13:22,9932-03-25 13:22:00
469,44,18,3,9257-10-20,09:51,9257-10-20 09:51:00
470,103,25,6,9809-07-27,16:20,9809-07-27 16:20:00
471,53,7,8,9064-08-09,11:28,9064-08-09 11:28:00
472,75,2,2,9278-02-13,17:43,9278-02-13 17:43:00
473,126,4,5,9093-01-06,13:01,9093-01-06 13:01:00
474,107,1,4,9736-08-20,11:19,9736-08-20 11:19:00
475,63,5,2,9366-02-24,12:17,9366-02-24 12:17:00
476,72,12,8,9649-12-03,14:36,9649-12-03 14:36:00
477,120,1,2,9118-01-26,10:15,9118-01-26 10:15:00
478,39,29,1,9696-10-07,17:47,9696-10-07 17:47:00
479,112,6,1,9502-08-04,12:07,9502-08-04 12:07:00
480,26,25,1,9761-07-26,16:51,9761-07-26 16:51:00
481,33,12,6,9377-12-15,14:07,9377-12-15 14:07:00
482,34,32,3,9824-03-23,08:46,9824-03-23 08:46:00
483,18,12,5,9285-06-14,12:14,9285-06-14 12:14:00
484,124,23,2,9391-02-05,10:19,9391-02-05 10:19:00
485,26,11,7,9457-10-03,17:34,9457-10-03 17:34:00
486,15,18,7,9538-01-26,12:08,9538-01-26 12:08:00
487,127,28,7,9986-12-26,09:43,9986-12-26 09:43:00
488,95,1,1,9929-07-09,09:04,9929-07-09 09:04:00
489,115,22,3,9453-06-13,18:33,9453-06-13 18:33:00
490,123,15,2,9535-05-16,17:43,9535-05-16 17:43:00
491,51,19,6,9754-12-12,17:56,9754-12-12 17:56:00
492,106,30,6,9355-02-12,09:38,9355-02-12 09:38:00
493,86,13,2,9179-10-13,11:15,9179-10-13 11:15:00
494,14,12,4,9071-02-09,11:58,9071-02-09 11:58:00
495,51,7,3,9746-01-02,11:30,9746-01-02 11:30:00
496,5,24,8,9527-04-01,13:03,9527-04-01 13:03:00
497,24,12,7,9107-04-13,14:34,9107-04-13 14:34:00
498,101,28,10,9528-02-15,11:52,9528-02-15 11:52:00
499,51,29,8,9069-01-06,11:43,9069-01-06 11:43:00
500,10,18,10,9285-12-24,11:23,9285-12-24 11:23:00
501,106,7,8,9613-02-25,16:04,9613-02-25 16:04:00
502,26,24,3,9178-05-17,17:09,9178-05-17 17:09:00
503,97,32,3,9526-12-09,14:56,9526-12-09 14:56:00
504,107,2,10,9770-08-04,13:57,9770-08-04 13:57:00
505,46,7,7,9107-12-16,14:06,9107-12-16 14:06:00
506,125,28,5,9582-06-14,13:08,9582-06-14 13:08:00
507,57,19,8,9076-02-15,11:47,9076-02-15 11:47:00
508,20,5,2,9750-04-01,18:42,9750-04-01 18:42:00
509,87,15,8,9054-02-19,08:32,9054-02-19 08:32:00
510,119,14,4,9273-10-04,08:47,9273-10-04 08:47:00
511,105,18,8,9650-09-29,18:34,9650-09-29 18:34:00
512,16,14,9,9449-12-16,13:47,9449-12-16 13:47:00
513,64,3,2,9814-05-26,10:50,9814-05-26 10:50:00
514,12,6,6,9212-01-05,11:12,9212-01-05 11:12:00
515,127,21,9,9725-05-09,16:39,9725-05-09 16:39:00
516,8,3,8,9640-03-10,13:05,9640-03-10 13:05:00
517,12,30,4,9345-07-24,08:32,9345-07-24 08:32:00
518,35,30,3,9072-02-02,12:42,9072-02-02 12:42:00
519,88,2,5,9226-10-08,18:27,9226-10-08 18:27:00
520,26,14,5,9762-04-16,10:40,9762-04-16 10:40:00
521,32,20,3,9496-08-05,15:59,9496-08-05 15:59:00
522,67,10,7,9866-12-16,16:08,9866-12-16 16:08:00
523,69,14,2,9315-07-22,17:32,9315-07-22 17:32:00
524,41,21,9,9195-07-10,18:49,9195-07-10 18:49:00
525,79,19,1,9612-10-27,08:49,9612-10-27 08:49:00
526,29,19,9,9759-05-29,08:40,9759-05-29 08:40:00
527,40,31,10,9527-09-08,13:21,9527-09-08 13:21:00
528,101,21,1,9012-03-10,17:50,9012-03-10 17:50:00
529,75,23,8,9710-07-17,13:57,9710-07-17 13:57:00
530,52,13,8,9692-01-13,14:01,9692-01-13 14:01:00
531,25,20,4,9842-02-06,15:15,9842-02-06 15:15:00
532,125,12,8,9191-04-04,18:29,9191-04-04 18:29:00
533,63,1,7,9565-01-07,17:33,9565-01-07 17:33:00
534,86,10,6,9493-10-04,14:30,9493-10-04 14:30:00
535,46,23,2,9087-12-08,14:57,9087-12-08 14:57:00
536,70,32,5,9385-06-29,09:26,9385-06-29 09:26:00
537,22,9,7,9945-09-18,09:24,9945-09-18 09:24:00
538,84,17,3,9038-02-23,14:37,9038-02-23 14:37:00
539,33,15,4,9001-03-16,10:19,9001-03-16 10:19:00
540,69,4,6,9937-01-15,10:50,9937-01-15 10:50:00
541,27,8,4,9709-02-08,11:30,9709-02-08 11:30:00
542,26,17,2,9083-08-27,09:31,9083-08-27 09:31:00
543,27,6,2,9134-06-06,17:32,9134-06-06 17:32:00
544,41,11,7,9735-04-26,11:57,9735-04-26 11:57:00
545,113,16,4,9762-06-12,09:21,9762-06-12 09:21:00
546,115,27,9,9145-01-22,15:36,9145-01-22 15:36:00
547,2,30,10,9015-06-24,14:02,9015-06-24 14:02:00
548,62,21,6,9503-11-18,16:40,9503-11-18 16:40:00
549,120,13,7,9243-10-18,17:38,9243-10-18 17:38:00
550,91,22,2,9024-04-12,14:52,9024-04-12 14:52:00
551,58,29,9,9476-12-18,10:56,9476-12-18 10:56:00
552,2,3,3,9180-03-29,08:27,9180-03-29 08:27:00
553,122,18,1,9582-08-22,10:22,9582-08-22 10:22:00
554,38,16,4,9651-07-26,08:38,9651-07-26 08:38:00
555,52,31,8,9864-06-02,10:31,9864-06-02 10:31:00
556,103,24,3,9870-12-06,12:58,9870-12-06 12:58:00
557,56,7,4,9829-05-06,12:11,9829-05-06 12:11:00
558,96,7,9,9476-08-10,12:19,9476-08-10 12:19:00
559,114,16,7,9764-11-03,13:19,9764-11-03 13:19:00
560,9,1,7,9100-06-04,11:00,9100-06-04 11:00:00
561,118,4,4,9229-08-17,08:02,9229-08-17 08:02:00
562,29,11,7,9299-07-16,17:22,9299-07-16 17:22:00
563,127,10,2,9062-03-11,13:23,9062-03-11 13:23:00
564,26,1,2,9363-12-05,18:57,9363-12-05 18:57:00
565,114,9,4,9912-10-22,14:17,9912-10-22 14:17:00
566,42,11,10,9680-06-03,11:40,9680-06-03 11:40:00
567,5,4,3,9962-09-04,16:43,9962-09-04 16:43:00
568,115,26,6,9131-02-20,13:44,9131-02-20 13:44:00
569,14,26,8,9252-10-22,13:31,9252-10-22 13:31:00
570,105,7,6,9396-10-15,14:13,9396-10-15 14:13:00
571,15,7,8,9044-08-09,11:07,9044-08-09 11:07:00
572,125,23,9,9221-02-04,10:21,9221-02-04 10:21:00
573,14,26,6,9148-12-10,14:31,9148-12-10 14:31:00
574,63,25,9,9201-12-01,12:16,9201-12-01 12:16:00
575,18,9,3,9921-08-09,11:25,9921-08-09 11:25:00
576,41,17,8,9392-07-19,14:52,9392-07-19 14:52:00
577,75,22,8,9073-03-18,08:04,9073-03-18 08:04:00
578,51,26,1,9022-09-06,12:35,9022-09-06 12:35:00
579,52,12,4,9068-05-10,12:30,9068-05-10 12:30:00
580,28,20,9,9086-05-31,10:13,9086-05-31 10:13:00
581,41,26,6,9365-05-09,14:10,9365-05-09 14:10:00
582,53,6,4,9270-03-07,15:25,9270-03-07 15:25:00
583,106,19,9,9167-07-18,14:54,9167-07-18 14:54:00
584,15,8,7,9941-12-25,14:59,9941-12-25 14:59:00
585,58,28,8,9333-06-05,17:00,9333-06-05 17:00:00
586,85,3,7,9939-02-06,11:51,9939-02-06 11:51:00
587,32,3,9,9689-04-04,11:40,9689-04-04 11:40:00
588,31,31,2,9682-12-16,13:26,9682-12-16 13:26:00
589,46,12,10,9275-05-04,18:57,9275-05-04 18:57:00
590,40,31,7,9272-05-11,17:52,9272-05-11 17:52:00
591,48,12,2,9485-04-30,09:24,9485-04-30 09:24:00
592,23,7,1,9677-04-27,11:34,9677-04-27 11:34:00
593,49,18,10,9085-05-31,12:17,9085-05-31 12:17:00
594,71,31,9,9852-09-12,13:54,9852-09-12 13:54:00
595,92,16,6,9591-07-27,16:14,9591-07-27 16:14:00
596,34,14,2,9164-03-16,15:21,9164-03-16 15:21:00
597,91,8,5,9295-09-10,13:59,9295-09-10 13:59:00
598,122,9,5,9986-07-25,15:42,9986-07-25 15:42:00
599,125,7,5,9648-03-17,17:09,9648-03-17 17:09:00
600,35,27,5,9724-12-25,13:34,9724-12-25 13:34:00
601,46,31,1,9670-06-25,15:28,9670-06-25 15:28:00
602,31,31,6,9107-06-03,10:18,9107-06-03 10:18:00
603,118,21,8,9758-01-09,10:24,9758-01-09 10:24:00
604,99,27,4,9865-11-07,10:29,9865-11-07 10:29:00
605,97,24,10,9762-05-29,13:34,9762-05-29 13:34:00
606,65,26,4,9018-03-07,17:03,9018-03-07 17:03:00
607,25,12,1,9996-12-25,16:38,9996-12-25 16:38:00
608,32,23,5,9880-10-31,14:54,9880-10-31 14:54:00
609,118,29,6,9034-02-12,11:37,9034-02-12 11:37:00
610,73,23,9,9067-09-18,13:27,9067-09-18 13:27:00
611,114,13,10,9295-12-23,13:19,9295-12-23 13:19:00
612,38,6,6,9905-10-25,12:03,9905-10-25 12:03:00
613,44,8,2,9891-03-15,17:35,9891-03-15 17:35:00
614,67,3,7,9226-08-11,15:45,9226-08-11 15:45:00
615,103,16,3,9116-09-23,18:18,9116-09-23 18:18:00
616,67,24,1,9353-07-16,18:39,9353-07-16 18:39:00
617,107,16,5,9081-12-27,15:28,9081-12-27 15:28:00
618,107,8,9,9276-04-25,09:31,9276-04-25 09:31:00
619,56,20,7,9059-08-15,16:38,9059-08-15 16:38:00
620,106,8,1,9741-06-12,16:52,9741-06-12 16:52:00
621,117,17,6,9642-10-23,10:09,9642-10-23 10:09:00
622,99,32,8,9710-04-14,10:48,9710-04-14 10:48:00
623,107,9,5,9599-09-07,11:20,9599-09-07 11:20:00
624,52,25,1,9181-04-09,16:34,9181-04-09 16:34:00
625,61,23,5,9086-09-23,08:53,9086-09-23 08:53:00
626,77,24,10,9308-08-21,09:45,9308-08-21 09:45:00
627,88,28,4,9637-08-20,08:20,9637-08-20 08:20:00
628,59,19,4,9462-06-16,12:46,9462-06-16 12:46:00
629,106,26,7,9412-06-05,09:50,9412-06-05 09:50:00
630,58,28,4,9442-08-09,09:28,9442-08-09 09:28:00
631,39,16,7,9921-06-09,15:37,9921-06-09 15:37:00
632,71,15,2,9201-08-01,12:07,9201-08-01 12:07:00
633,67,28,8,9788-04-15,09:06,9788-04-15 09:06:00
634,123,4,4,9093-04-10,17:20,9093-04-10 17:20:00
635,40,24,5,9589-07-27,14:54,9589-07-27 14:54:00
636,113,30,1,9924-11-11,08:48,9924-11-11 08:48:00
637,81,6,6,9998-12-29,17:03,9998-12-29 17:03:00
638,92,19,2,9519-02-07,17:42,9519-02-07 17:42:00
639,61,1,6,9966-08-01,18:51,9966-08-01 18:51:00
640,70,2,3,9068-08-30,12:40,9068-08-30 12:40:00
641,52,26,6,9711-05-08,17:24,9711-05-08 17:24:00
642,91,4,4,9170-05-14,12:48,9170-05-14 12:48:00
643,113,7,4,9070-10-18,17:31,9070-10-18 17:31:00
644,11,4,5,9095-12-12,12:39,9095-12-12 12:39:00
645,20,7,7,9538-11-30,10:50,9538-11-30 10:50:00
646,124,13,2,9901-08-01,14:57,9901-08-01 14:57:00
647,57,30,7,9970-09-15,08:57,9970-09-15 08:57:00
648,82,17,6,9440-12-19,17:09,9440-12-19 17:09:00
649,117,26,1,9355-04-23,16:00,9355-04-23 16:00:00
650,41,28,5,9195-11-18,12:38,9195-11-18 12:38:00
651,4,2,1,9791-04-13,11:11,9791-04-13 11:11:00
652,39,12,1,9348-07-18,09:49,9348-07-18 09:49:00
653,80,3,5,9192-10-12,16:16,9192-10-12 16:16:00
654,128,22,3,9042-11-17,16:08,9042-11-17 16:08:00
655,123,19,2,9238-11-30,14:32,9238-11-30 14:32:00
656,1,16,6,9688-01-12,18:56,9688-01-12 18:56:00
657,105,20,3,9623-12-15,18:20,9623-12-15 18:20:00
658,44,7,4,9768-08-11,16:41,9768-08-11 16:41:00
659,89,26,6,9555-07-19,18:46,9555-07-19 18:46:00
660,20,6,6,9166-01-08,08:13,9166-01-08 08:13:00
661,79,8,3,9022-02-25,14:22,9022-02-25 14:22:00
662,60,18,4,9545-06-19,18:08,9545-06-19 18:08:00
663,115,14,9,9617-06-29,15:22,9617-06-29 15:22:00
664,43,22,1,9166-02-23,15:20,9166-02-23 15:20:00
665,59,18,1,9777-04-02,08:13,9777-04-02 08:13:00
666,122,29,1,9722-11-15,09:22,9722-11-15 09:22:00
667,81,14,3,9253-10-18,16:06,9253-10-18 16:06:00
668,106,25,10,9627-04-10,14:21,9627-04-10 14:21:00
669,71,27,10,9574-05-03,12:25,9574-05-03 12:25:00
670,122,4,5,9869-07-13,13:20,9869-07-13 13:20:00
671,65,20,2,9844-03-27,11:33,9844-03-27 11:33:00
672,2,24,6,9081-05-05,12:28,9081-05-05 12:28:00
673,99,16,5,9367-01-04,09:17,9367-01-04 09:17:00
674,110,16,6,9736-07-27,10:22,9736-07-27 10:22:00
675,1,17,8,9097-07-07,13:04,9097-07-07 13:04:00
676,36,3,6,9870-04-13,11:00,9870-04-13 11:00:00
677,37,14,7,9225-10-27,16:34,9225-10-27 16:34:00
678,1,4,3,9727-01-08,09:55,9727-01-08 09:55:00
679,27,24,1,9163-03-28,15:43,9163-03-28 15:43:00
680,86,15,5,9956-07-07,12:34,9956-07-07 12:34:00
681,61,7,9,9016-11-13,14:38,9016-11-13 14:38:00
682,95,23,10,9417-11-30,12:03,9417-11-30 12:03:00
683,32,5,5,9434-03-22,18:34,9434-03-22 18:34:00
684,109,22,10,9357-09-12,10:43,9357-09-12 10:43:00
685,111,29,2,9219-01-17,13:06,9219-01-17 13:06:00
686,43,3,2,9010-11-10,18:51,9010-11-10 18:51:00
687,17,12,3,9847-10-05,15:34,9847-10-05 15:34:00
688,24,23,8,9373-03-09,09:38,9373-03-09 09:38:00
689,67,8,7,9722-08-18,17:41,9722-08-18 17:41:00
690,46,27,3,9596-04-02,18:01,9596-04-02 18:01:00
691,48,19,5,9527-05-25,15:07,9527-05-25 15:07:00
692,66,15,6,9249-04-19,15:21,9249-04-19 15:21:00
693,118,1,8,9640-10-15,14:25,9640-10-15 14:25:00
694,2,27,1,9375-04-09,18:44,9375-04-09 18:44:00
695,78,32,8,9619-10-11,09:55,9619-10-11 09:55:00
696,35,12,5,9299-09-22,18:33,9299-09-22 18:33:00
697,80,14,6,9647-04-04,10:16,9647-04-04 10:16:00
698,52,12,7,9294-08-29,10:43,9294-08-29 10:43:00
699,40,4,7,9325-08-05,09:21,9325-08-05 09:21:00
700,16,1,9,9679-08-26,11:13,9679-08-26 11:13:00
701,125,23,9,9253-03-05,13:20,9253-03-05 13:20:00
702,104,7,2,9074-12-05,16:03,9074-12-05 16:03:00
703,2,23,4,9927-08-01,12:14,9927-08-01 12:14:00
704,125,19,1,9596-08-24,11:28,9596-08-24 11:28:00
705,106,18,10,9315-04-07,12:37,9315-04-07 12:37:00
706,99,23,2,9147-09-12,09:13,9147-09-12 09:13:00
707,100,25,10,9546-04-04,11:48,9546-04-04 11:48:00
708,14,28,5,9448-02-24,15:19,9448-02-24 15:19:00
709,116,13,4,9004-04-30,11:33,9004-04-30 11:33:00
710,8,11,9,9162-05-08,11:05,9162-05-08 11:05:00
711,94,9,10,9612-04-23,09:35,9612-04-23 09:35:00
712,33,19,5,9730-11-16,09:44,9730-11-16 09:44:00
713,21,20,7,9180-08-09,08:46,9180-08-09 08:46:00
714,107,10,4,9964-01-05,18:32,9964-01-05 18:32:00
715,123,13,3,9592-03-26,08:13,9592-03-26 08:13:00
716,103,5,7,9968-09-04,11:31,9968-09-04 11:31:00
717,96,24,8,9541-08-15,11:30,9541-08-15 11:30:00
718,28,32,3,9987-05-28,17:02,9987-05-28 17:02:00
719,7,2,6,9846-03-07,14:28,9846-03-07 14:28:00
720,78,19,5,9088-06-12,09:31,9088-06-12 09:31:00
721,111,9,9,9519-03-07,14:31,9519-03-07 14:31:00
722,101,6,4,9123-01-06,14:50,9123-01-06 14:50:00
723,118,27,7,9259-08-29,15:45,9259-08-29 15:45:00
724,110,5,7,9002-08-11,08:18,9002-08-11 08:18:00
725,107,4,1,9454-02-08,16:19,9454-02-08 16:19:00
726,122,26,5,9945-07-02,17:34,9945-07-02 17:34:00
727,41,14,8,9942-08-13,14:20,9942-08-13 14:20:00
728,92,31,5,9371-02-28,12:09,9371-02-28 12:09:00
729,117,19,5,9407-02-25,11:27,9407-02-25 11:27:00
730,29,13,5,9914-08-12,16:17,9914-08-12 16:17:00
731,125,26,7,9324-05-28,12:52,9324-05-28 12:52:00
732,33,29,8,9519-07-27,09:10,9519-07-27 09:10:00
733,111,21,1,9503-03-03,14:11,9503-03-03 14:11:00
734,23,14,1,9056-01-15,17:21,9056-01-15 17:21:00
735,44,23,10,9583-01-26,13:20,9583-01-26 13:20:00
736,14,30,5,9032-03-17,14:29,9032-03-17 14:29:00
737,59,22,9,9645-01-30,12:30,9645-01-30 12:30:00
738,56,21,5,9066-10-31,15:01,9066-10-31 15:01:00
739,51,15,10,9206-10-05,11:51,9206-10-05 11:51:00
740,20,27,3,9187-01-10,16:51,9187-01-10 16:51:00
741,44,15,3,9716-10-30,14:10,9716-10-30 14:10:00
742,119,30,3,9396-01-21,17:29,9396-01-21 17:29:00
743,4,26,6,9374-02-19,12:55,9374-02-19 12:55:00
744,111,11,5,9223-09-28,09:34,9223-09-28 09:34:00
745,80,17,1,9483-05-06,08:28,9483-05-06 08:28:00
746,20,24,2,9350-12-15,15:33,9350-12-15 15:33:00
747,48,29,5,9965-09-09,13:01,9965-09-09 13:01:00
748,125,17,6,9485-04-28,08:01,9485-04-28 08:01:00
749,115,5,2,9563-01-03,16:17,9563-01-03 16:17:00
750,3,2,6,9662-07-04,11:37,9662-07-04 11:37:00
751,32,19,7,9830-07-26,17:03,9830-07-26 17:03:00
752,47,17,10,9303-03-06,09:11,9303-03-06 09:11:00
753,25,5,7,9916-06-17,12:59,9916-06-17 12:59:00
754,49,24,5,9087-10-21,09:13,9087-10-21 09:13:00
755,106,32,7,9367-11-14,17:14,9367-11-14 17:14:00
756,71,18,3,9770-02-05,12:22,9770-02-05 12:22:00
757,40,32,4,9044-01-24,14:03,9044-01-24 14:03:00
758,42,16,10,9626-06-04,13:04,9626-06-04 13:04:00
759,21,25,1,9523-03-12,11:50,9523-03-12 11:50:00
760,23,14,6,9265-07-08,09:03,9265-07-08 09:03:00
761,113,5,1,9933-11-29,15:00,9933-11-29 15:00:00
762,9,25,8,9099-06-28,17:33,9099-06-28 17:33:00
763,46,20,1,9907-01-17,10:38,9907-01-17 10:38:00
764,43,19,1,9873-05-11,12:36,9873-05-11 12:36:00
765,116,27,9,9187-07-10,13:15,9187-07-10 13:15:00
766,73,13,3,9616-07-14,15:29,9616-07-14 15:29:00
767,100,25,2,9500-07-05,14:01,9500-07-05 14:01:00
768,19,4,5,9174-12-14,10:33,9174-12-14 10:33:00
769,68,14,2,9673-07-21,09:07,9673-07-21 09:07:00
770,15,6,8,9317-02-02,12:24,9317-02-02 12:24:00
771,49,30,2,9998-03-24,18:40,9998-03-24 18:40:00
772,82,2,9,9142-10-04,14:11,9142-10-04 14:11:00
773,122,25,9,9472-04-15,12:19,9472-04-15 12:19:00
774,123,17,1,9806-08-21,12:18,9806-08-21 12:18:00
775,62,8,1,9510-09-03,16:45,9510-09-03 16:45:00
776,20,5,6,9093-03-05,14:15,9093-03-05 14:15:00
777,107,29,9,9393-03-09,13:55,9393-03-09 13:55:00
778,67,25,6,9829-11-27,14:30,9829-11-27 14:30:00
779,34,1,7,9740-04-21,15:59,9740-04-21 15:59:00
780,93,7,10,9610-02-14,09:37,9610-02-14 09:37:00
781,26,16,4,9820-08-21,14:42,9820-08-21 14:42:00
782,100,26,7,9981-07-11,13:23,9981-07-11 13:23:00
783,66,19,6,9702-01-01,18:23,9702-01-01 18:23:00
784,19,12,8,9174-12-19,11:47,9174-12-19 11:47:00
785,37,6,7,9054-01-08,17:33,9054-01-08 17:33:00
786,31,32,10,9201-04-26,12:59,9201-04-26 12:59:00
787,110,16,6,9383-03-26,16:38,9383-03-26 16:38:00
788,101,20,3,9798-02-12,09:27,9798-02-12 09:27:00
789,58,21,9,9179-11-10,14:13,9179-11-10 14:13:00
790,6,1,5,9240-02-18,13:59,9240-02-18 13:59:00
791,22,13,4,9672-11-27,15:21,9672-11-27 15:21:00
792,19,5,4,9232-05-14,16:19,9232-05-14 16:19:00
793,7,31,7,9679-06-10,15:31,9679-06-10 15:31:00
794,16,21,8,9576-09-06,17:39,9576-09-06 17:39:00
795,93,28,3,9231-09-30,09:17,9231-09-30 09:17:00
796,30,26,3,9333-03-02,16:36,9333-03-02 16:36:00
797,122,8,3,9701-12-26,17:43,9701-12-26 17:43:00
798,91,5,5,9167-09-05,17:22,9167-09-05 17:22:00
799,120,2,5,9454-11-12,12:40,9454-11-12 12:40:00
800,19,4,1,9817-07-01,18:59,9817-07-01 18:59:00
801,112,11,8,9880-09-04,18:57,9880-09-04 18:57:00
802,8,23,4,9944-08-02,09:52,9944-08-02 09:52:00
803,85,32,7,9016-01-01,08:33,9016-01-01 08:33:00
804,69,6,7,9912-01-10,16:30,9912-01-10 16:30:00
805,66,1,8,9044-06-30,09:51,9044-06-30 09:51:00
806,67,10,4,9231-09-16,10:29,9231-09-16 10:29:00
807,111,27,5,9150-09-29,15:40,9150-09-29 15:40:00
808,3,14,5,9218-01-30,18:28,9218-01-30 18:28:00
809,22,24,1,9447-04-20,13:13,9447-04-20 13:13:00
810,95,4,8,9238-05-29,15:07,9238-05-29 15:07:00
811,106,22,2,9244-04-26,11:36,9244-04-26 11:36:00
812,68,15,3,9899-01-20,13:47,9899-01-20 13:47:00
813,39,5,1,9473-02-02,11:50,9473-02-02 11:50:00
814,107,2,5,9164-12-04,18:49,9164-12-04 18:49:00
815,18,24,5,9640-02-23,10:14,9640-02-23 10:14:00
816,44,9,6,9340-04-13,18:06,9340-04-13 18:06:00
817,78,28,5,9696-01-30,08:02,9696-01-30 08:02:00
818,59,24,9,9407-03-21,13:29,9407-03-21 13:29:00
819,80,30,3,9417-06-29,10:54,9417-06-29 10:54:00
820,83,15,10,9689-10-28,10:03,9689-10-28 10:03:00
821,80,13,8,9138-06-08,13:06,9138-06-08 13:06:00
822,88,24,10,9845-10-30,14:20,9845-10-30 14:20:00
823,96,21,1,9150-07-10,17:18,9150-07-10 17:18:00
824,103,23,5,9405-10-09,12:35,9405-10-09 12:35:00
825,1,14,4,9237-12-17,09:44,9237-12-17 09:44:00
826,81,15,8,9046-11-12,12:55,9046-11-12 12:55:00
827,36,9,8,9362-03-09,11:46,9362-03-09 11:46:00
828,67,12,8,9591-03-10,17:26,9591-03-10 17:26:00
829,51,13,8,9649-05-03,14:33,9649-05-03 14:33:00
830,81,22,4,9235-01-12,09:48,9235-01-12 09:48:00
831,10,9,5,9160-10-27,16:42,9160-10-27 16:42:00
832,91,20,3,9097-10-19,14:32,9097-10-19 14:32:00
833,96,31,7,9842-03-31,08:34,9842-03-31 08:34:00
834,88,9,4,9756-05-17,13:24,9756-05-17 13:24:00
835,117,26,3,9561-03-20,14:59,9561-03-20 14:59:00
836,84,14,5,9110-01-19,13:42,9110-01-19 13:42:00
837,55,23,6,9255-01-18,08:45,9255-01-18 08:45:00
838,72,18,7,9840-12-02,16:47,9840-12-02 16:47:00
839,42,5,10,9233-03-17,14:34,9233-03-17 14:34:00
840,33,29,5,9711-03-25,13:09,9711-03-25 13:09:00
841,81,7,8,9177-11-25,11:23,9177-11-25 11:23:00
842,105,11,3,9748-06-04,09:58,9748-06-04 09:58:00
843,78,8,2,9636-11-11,12:16,9636-11-11 12:16:00
844,91,23,2,9147-02-14,08:24,9147-02-14 08:24:00
845,58,30,4,9438-03-02,11:22,9438-03-02 11:22:00
846,58,2,6,9668-12-06,10:52,9668-12-06 10:52:00
847,67,17,1,9127-03-02,18:10,9127-03-02 18:10:00
848,98,13,7,9098-05-06,16:37,9098-05-06 16:37:00
849,13,9,5,9824-03-23,17:10,9824-03-23 17:10:00
850,54,2,1,9437-12-01,13:32,9437-12-01 13:32:00
851,108,23,5,9714-11-07,10:27,9714-11-07 10:27:00
852,38,24,4,9023-01-06,12:59,9023-01-06 12:59:00
853,74,17,4,9004-07-29,11:03,9004-07-29 11:03:00
854,9,29,7,9195-03-02,12:09,9195-03-02 12:09:00
855,63,5,4,9473-03-21,15:04,9473-03-21 15:04:00
856,83,17,8,9478-06-01,15:19,9478-06-01 15:19:00
857,116,29,9,9199-09-08,18:07,9199-09-08 18:07:00
858,99,10,8,9173-12-02,16:54,9173-12-02 16:54:00
859,103,18,4,9070-12-15,16:10,9070-12-15 16:10:00
860,79,28,3,9146-03-24,09:31,9146-03-24 09:31:00
861,46,32,7,9320-04-09,16:10,9320-04-09 16:10:00
862,72,24,4,9542-04-19,10:43,9542-04-19 10:43:00
863,54,17,1,9661-12-06,17:16,9661-12-06 17:16:00
864,39,22,3,9531-08-30,10:41,9531-08-30 10:41:00
865,111,14,8,9447-04-22,14:31,9447-04-22 14:31:00
866,23,8,3,9442-10-08,16:27,9442-10-08 16:27:00
867,43,27,1,9182-01-23,13:00,9182-01-23 13:00:00
868,37,9,3,9388-11-28,11:28,9388-11-28 11:28:00
869,5,19,3,9507-11-07,09:55,9507-11-07 09:55:00
870,127,4,3,9613-03-09,16:16,9613-03-09 16:16:00
